HospitalName,City,State,HospitalOwner,Condition,MeasureCode,MeasureName,Score,Sample,EmergencyService
univ of south alabama medical center,mobile,al,government - state,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,45 ,yes
coosa valley medical center,sylacauga,al,voluntary non-profit - other,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,12 ,no
cherokee medical center,centre,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,15 ,yes
baptist medical center south,montgomery,al,voluntary non-profit - church,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,77 ,yes
east alabama medical center and snf,opelika,al,government - hospital district or authority,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,101 ,yes
wedowee hospital,wedowee,al,government - local,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,2 ,no
university of alabama hospital,birmingham,al,government - state,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,130 ,yes
community hospital inc,tallassee,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,9 ,no
cullman regional medical center,cullman,al,government - hospital district or authority,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,42 ,yes
andalusia regional hospital,andalusia,al,proprietary,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,32 ,no
huntsville hospital,huntsville,al,government - hospital district or authority,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,51 ,yes
gadsden regional medical center,gadsden,al,proprietary,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,70 ,yes
chilton medical center,clanton,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,4 ,yes
fayette medical center,fayette,al,voluntary non-profit - other,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,16 ,yes
riverview regional medical center,gadsden,al,proprietary,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,85 ,yes
medical center enterprise,enterprise,al,proprietary,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,1.00 ,15 ,yes
jackson hospital & clinic inc,montgomery,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.99 ,93 ,yes
g h lanier memorial hospital,valley,al,voluntary non-profit - other,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.97 ,38 ,yes
prattville baptist hospital,prattville,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.96 ,27 ,yes
marshall medical center south,boaz,al,government - hospital district or authority,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.94 ,34 ,yes
dale medical center,ozark,al,government - hospital district or authority,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.94 ,32 ,yes
southwest alabama medical center,thomasville,al,government - federal,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.88 ,17 ,yes
marion regional medical center,hamilton,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.80 ,10 ,yes
georgiana hospital,georgiana,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.75 ,8 ,no
st vincents blount,oneonta,al,voluntary non-profit - private,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.43 ,7 ,yes
crenshaw community hospital,luverne,al,government - federal,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0.00 ,5 ,yes
flowers hospital,dothan,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,1.00 ,166 ,yes
elba general hospital,elba,al,voluntary non-profit - other,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,1.00 ,31 ,yes
cullman regional medical center,cullman,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,1.00 ,155 ,yes
andalusia regional hospital,andalusia,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,1.00 ,77 ,no
medical center enterprise,enterprise,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,1.00 ,72 ,yes
riverview regional medical center,gadsden,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.99 ,239 ,yes
hartselle medical center,hartselle,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.98 ,44 ,yes
marshall medical center south,boaz,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.97 ,172 ,yes
dekalb regional medical center,fort payne,al,voluntary non-profit - church,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.97 ,69 ,yes
shelby baptist medical center,alabaster,al,voluntary non-profit - church,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.97 ,235 ,yes
stringfellow memorial hospital,anniston,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.97 ,110 ,yes
huntsville hospital,huntsville,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.96 ,509 ,yes
gadsden regional medical center,gadsden,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.96 ,255 ,yes
marion regional medical center,hamilton,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.96 ,101 ,yes
prattville baptist hospital,prattville,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.94 ,116 ,yes
baptist medical center south,montgomery,al,voluntary non-profit - church,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.94 ,99 ,yes
southeast alabama medical center,dothan,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.93 ,191 ,yes
coosa valley medical center,sylacauga,al,voluntary non-profit - other,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.93 ,69 ,no
cherokee medical center,centre,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.93 ,44 ,yes
southwest alabama medical center,thomasville,al,government - federal,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.92 ,25 ,yes
east alabama medical center and snf,opelika,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.92 ,114 ,yes
northwest medical center,winfield,al,proprietary,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.91 ,66 ,yes
eliza coffee memorial hospital,florence,al,voluntary non-profit - other,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.90 ,174 ,yes
georgiana hospital,georgiana,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.90 ,39 ,no
helen keller memorial hospital,sheffield,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.89 ,150 ,yes
chilton medical center,clanton,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.89 ,47 ,yes
mizell memorial hospital,opp,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.87 ,85 ,no
marshall medical center north,guntersville,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.87 ,128 ,yes
st vincents east,birmingham,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.87 ,125 ,yes
community hospital inc,tallassee,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.87 ,70 ,no
dale medical center,ozark,al,government - hospital district or authority,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.85 ,80 ,yes
jackson hospital & clinic inc,montgomery,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.85 ,243 ,yes
fayette medical center,fayette,al,voluntary non-profit - other,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.85 ,117 ,yes
g h lanier memorial hospital,valley,al,voluntary non-profit - other,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.80 ,55 ,yes
university of alabama hospital,birmingham,al,government - state,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.74 ,247 ,yes
st vincents blount,oneonta,al,voluntary non-profit - private,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.74 ,92 ,yes
univ of south alabama medical center,mobile,al,government - state,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.71 ,7 ,yes
crenshaw community hospital,luverne,al,government - federal,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.25 ,16 ,yes
wedowee hospital,wedowee,al,government - local,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.25 ,28 ,no
hartselle medical center,hartselle,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,30 ,yes
shelby baptist medical center,alabaster,al,voluntary non-profit - church,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,110 ,yes
stringfellow memorial hospital,anniston,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,102 ,yes
flowers hospital,dothan,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,152 ,yes
elba general hospital,elba,al,voluntary non-profit - other,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,19 ,yes
wedowee hospital,wedowee,al,government - local,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,14 ,no
cullman regional medical center,cullman,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,138 ,yes
fayette medical center,fayette,al,voluntary non-profit - other,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1.00 ,41 ,yes
helen keller memorial hospital,sheffield,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.99 ,149 ,yes
huntsville hospital,huntsville,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.99 ,496 ,yes
marion regional medical center,hamilton,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.99 ,78 ,yes
northwest medical center,winfield,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.98 ,59 ,yes
medical center enterprise,enterprise,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.98 ,49 ,yes
marshall medical center south,boaz,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.97 ,120 ,yes
coosa valley medical center,sylacauga,al,voluntary non-profit - other,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.97 ,95 ,no
cherokee medical center,centre,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.97 ,33 ,yes
riverview regional medical center,gadsden,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.97 ,196 ,yes
st vincents east,birmingham,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.96 ,131 ,yes
southwest alabama medical center,thomasville,al,government - federal,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.96 ,24 ,yes
baptist medical center south,montgomery,al,voluntary non-profit - church,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.96 ,103 ,yes
gadsden regional medical center,gadsden,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.96 ,187 ,yes
eliza coffee memorial hospital,florence,al,voluntary non-profit - other,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.95 ,137 ,yes
prattville baptist hospital,prattville,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.95 ,138 ,yes
jackson hospital & clinic inc,montgomery,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.95 ,230 ,yes
g h lanier memorial hospital,valley,al,voluntary non-profit - other,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.95 ,43 ,yes
community hospital inc,tallassee,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.95 ,76 ,no
marshall medical center north,guntersville,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.94 ,115 ,yes
dale medical center,ozark,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.94 ,67 ,yes
crenshaw community hospital,luverne,al,government - federal,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.93 ,15 ,yes
dekalb regional medical center,fort payne,al,voluntary non-profit - church,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.93 ,91 ,yes
university of alabama hospital,birmingham,al,government - state,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.92 ,378 ,yes
chilton medical center,clanton,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.92 ,36 ,yes
east alabama medical center and snf,opelika,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.91 ,129 ,yes
southeast alabama medical center,dothan,al,government - hospital district or authority,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.89 ,125 ,yes
univ of south alabama medical center,mobile,al,government - state,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.89 ,35 ,yes
andalusia regional hospital,andalusia,al,proprietary,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.89 ,55 ,no
st vincents blount,oneonta,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.83 ,103 ,yes
mizell memorial hospital,opp,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.78 ,64 ,no
georgiana hospital,georgiana,al,voluntary non-profit - private,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.50 ,2 ,no
eliza coffee memorial hospital,florence,al,voluntary non-profit - other,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,65 ,yes
mizell memorial hospital,opp,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,28 ,no
hartselle medical center,hartselle,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,25 ,yes
st vincents east,birmingham,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,69 ,yes
dekalb regional medical center,fort payne,al,voluntary non-profit - church,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,37 ,yes
southwest alabama medical center,thomasville,al,government - federal,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,6 ,yes
shelby baptist medical center,alabaster,al,voluntary non-profit - church,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,131 ,yes
stringfellow memorial hospital,anniston,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,83 ,yes
flowers hospital,dothan,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,77 ,yes
prattville baptist hospital,prattville,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,67 ,yes
coosa valley medical center,sylacauga,al,voluntary non-profit - other,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,47 ,no
cherokee medical center,centre,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,20 ,yes
elba general hospital,elba,al,voluntary non-profit - other,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,12 ,yes
east alabama medical center and snf,opelika,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,59 ,yes
university of alabama hospital,birmingham,al,government - state,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,169 ,yes
cullman regional medical center,cullman,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,90 ,yes
andalusia regional hospital,andalusia,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,43 ,no
gadsden regional medical center,gadsden,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,130 ,yes
fayette medical center,fayette,al,voluntary non-profit - other,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,34 ,yes
riverview regional medical center,gadsden,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,109 ,yes
medical center enterprise,enterprise,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1.00 ,24 ,yes
southeast alabama medical center,dothan,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.99 ,107 ,yes
northwest medical center,winfield,al,proprietary,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.98 ,40 ,yes
marshall medical center south,boaz,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.97 ,98 ,yes
helen keller memorial hospital,sheffield,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.97 ,79 ,yes
huntsville hospital,huntsville,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.97 ,294 ,yes
marshall medical center north,guntersville,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.94 ,65 ,yes
baptist medical center south,montgomery,al,voluntary non-profit - church,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.94 ,80 ,yes
chilton medical center,clanton,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.94 ,16 ,yes
jackson hospital & clinic inc,montgomery,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.91 ,74 ,yes
g h lanier memorial hospital,valley,al,voluntary non-profit - other,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.91 ,34 ,yes
community hospital inc,tallassee,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.90 ,41 ,no
marion regional medical center,hamilton,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.90 ,42 ,yes
dale medical center,ozark,al,government - hospital district or authority,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.87 ,39 ,yes
st vincents blount,oneonta,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.83 ,29 ,yes
georgiana hospital,georgiana,al,voluntary non-profit - private,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.80 ,5 ,no
wedowee hospital,wedowee,al,government - local,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.67 ,6 ,no
crenshaw community hospital,luverne,al,government - federal,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.33 ,9 ,yes
northwest medical center,winfield,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,1.00 ,85 ,yes
elba general hospital,elba,al,voluntary non-profit - other,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,1.00 ,40 ,yes
dekalb regional medical center,fort payne,al,voluntary non-profit - church,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.99 ,88 ,yes
flowers hospital,dothan,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.99 ,146 ,yes
cullman regional medical center,cullman,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.99 ,160 ,yes
medical center enterprise,enterprise,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.99 ,85 ,yes
hartselle medical center,hartselle,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.98 ,51 ,yes
helen keller memorial hospital,sheffield,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.98 ,192 ,yes
chilton medical center,clanton,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.98 ,44 ,yes
marion regional medical center,hamilton,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.98 ,121 ,yes
st vincents blount,oneonta,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.98 ,105 ,yes
marshall medical center north,guntersville,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.97 ,158 ,yes
stringfellow memorial hospital,anniston,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.97 ,145 ,yes
coosa valley medical center,sylacauga,al,voluntary non-profit - other,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.97 ,101 ,no
community hospital inc,tallassee,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.97 ,71 ,no
andalusia regional hospital,andalusia,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.97 ,93 ,no
fayette medical center,fayette,al,voluntary non-profit - other,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.97 ,109 ,yes
georgiana hospital,georgiana,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.97 ,36 ,no
marshall medical center south,boaz,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.96 ,211 ,yes
eliza coffee memorial hospital,florence,al,voluntary non-profit - other,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.96 ,200 ,yes
southwest alabama medical center,thomasville,al,government - federal,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.96 ,24 ,yes
shelby baptist medical center,alabaster,al,voluntary non-profit - church,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.96 ,239 ,yes
east alabama medical center and snf,opelika,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.96 ,153 ,yes
mizell memorial hospital,opp,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.95 ,87 ,no
crenshaw community hospital,luverne,al,government - federal,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.95 ,21 ,yes
st vincents east,birmingham,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.95 ,135 ,yes
dale medical center,ozark,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.95 ,74 ,yes
baptist medical center south,montgomery,al,voluntary non-profit - church,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.95 ,101 ,yes
prattville baptist hospital,prattville,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.94 ,131 ,yes
gadsden regional medical center,gadsden,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.94 ,266 ,yes
huntsville hospital,huntsville,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.93 ,511 ,yes
southeast alabama medical center,dothan,al,government - hospital district or authority,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.92 ,196 ,yes
university of alabama hospital,birmingham,al,government - state,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.92 ,357 ,yes
wedowee hospital,wedowee,al,government - local,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.90 ,30 ,no
cherokee medical center,centre,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.89 ,56 ,yes
jackson hospital & clinic inc,montgomery,al,voluntary non-profit - private,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.88 ,233 ,yes
riverview regional medical center,gadsden,al,proprietary,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.87 ,261 ,yes
g h lanier memorial hospital,valley,al,voluntary non-profit - other,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.82 ,50 ,yes
hartselle medical center,hartselle,al,proprietary,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),1.00 ,45 ,yes
