DBA_Name,Facility_Type,Risk,Address,State,Zip,Inspection_Type,Latitude,Longitude,Results
CHICK-FIL-A,Restaurant,Risk 1 (High),3246 W ADDISON ST ,IL,60618.0,Canvass,41.94671689837684,-87.70967187367899,Pass
SHERATON CHICAGO HOTEL/TOWER,Restaurant,Risk 1 (High),301 E NORTH WATER ST ,IL,60611.0,Canvass,41.88945828010943,-87.6203683764291,Pass
SWEETGREEN CHICAGO LLC,Restaurant,Risk 1 (High),150 N MICHIGAN AVE ,IL,60601.0,Canvass,41.88453096378336,-87.62460204460079,Pass
AVONDALE-LOGANDALE SCHOOL,School,Risk 1 (High),2945 N Sawyer ST ,IL,60618.0,Canvass,41.93521312279691,-87.70857863336103,Pass w/ Conditions
Queen of All Saints,School,Risk 1 (High),6230 N LEMONT ST ,IL,60646.0,Canvass,41.99458700856268,-87.74456342336399,Pass
GORDITAS LA TIA,Restaurant,Risk 1 (High),6425 W 63RD ST ,IL,60638.0,Complaint,41.77755027536735,-87.78226491921245,Pass
SEAFOOD JUNCTION,Restaurant,Risk 1 (High),5401 S WENTWORTH AVE STE 5W,IL,60609.0,Canvass Re-Inspection,41.796234875219376,-87.63040492438661,Pass
WINGSTOP RESTAURANT,Restaurant,Risk 1 (High),4445 N PULASKI RD ,IL,60630.0,Complaint,41.96223481162694,-87.72771371816452,Pass
YUMMY BUFFET,Restaurant,Risk 1 (High),3921-3925 W LAWRENCE AVE ,IL,60625.0,Complaint,41.968146880215976,-87.72649853698593,Fail
MOBILE GAS,Grocery Store,Risk 3 (Low),6655-6659 S KEDZIE AVE ,IL,60629.0,Complaint,41.77184387979262,-87.7028254317363,Pass
PAPA T'S ITALIANO,Restaurant,Risk 1 (High),2843 - 2847 W 63RD ST ,IL,60629.0,Complaint,41.778980820715226,-87.69509004304912,Pass
L&L TODDLER CARE,Daycare (Under 2 Years),Risk 1 (High),2035 W DIVISION ST ,IL,60622.0,License,41.903055518263606,-87.67866460896983,Pass w/ Conditions
"ZACATACOS, II. INC",Restaurant,Risk 1 (High),3949 W 71ST ST ,IL,60629.0,Complaint Re-Inspection,41.76399366461389,-87.72208036368175,Pass
DEMITASSE,Restaurant,Risk 1 (High),1066 W TAYLOR ST ,IL,60607.0,Canvass,41.869576753505015,-87.65367577283911,Pass
HOUSE OF HUNAN,Restaurant,Risk 1 (High),444 W FULLERTON PKWY ,IL,60614.0,Complaint Re-Inspection,41.92568726351064,-87.64095823958841,Pass
TACO BURRITO KING,Restaurant,Risk 1 (High),5601 S HARLEM AVE ,IL,60638.0,Complaint Re-Inspection,41.79004396855189,-87.80130039473886,Pass
"PANADERIA AYUTLA, CORP.",Bakery,Risk 1 (High),6963 N CLARK ST ,IL,60626.0,Canvass Re-Inspection,42.00843197634143,-87.6736838444422,Pass
OCKY WAY,Grocery Store,Risk 2 (Medium),3022 W MADISON ,IL,60612.0,License,41.88112647453698,-87.7022366178726,Pass
BURRITO BEACH # 8,Restaurant,Risk 1 (High),200 E OHIO ST ,IL,60611.0,Canvass Re-Inspection,41.89267129068561,-87.6225722024813,Pass
HOLIDAY INN CHICAGO O'HARE,Restaurant,Risk 1 (High),5615 N CUMBERLAND AVE ,IL,60631.0,Canvass Re-Inspection,41.981428164177366,-87.83643430209348,Pass
CHICK-FIL-A,Restaurant,Risk 1 (High),225 S CANAL ST ,IL,60606.0,Complaint,41.87853127835361,-87.63942745962717,Pass
AAA MAXWELL STREET EXPRESS,Restaurant,Risk 1 (High),7901 S WENTWORTH AVE ,IL,60620.0,Complaint,41.750779186143816,-87.62915519996015,Fail
JACKSON PARK HOSPITAL,Hospital,Risk 1 (High),7531 S STONY ISLAND AVE ,IL,60649.0,Canvass,41.75781542207177,-87.58556922151126,Pass
SHERNIQUES EGGS ON THE RUN,Restaurant,Risk 1 (High),145 W 95TH ST ,IL,60628.0,Complaint Re-Inspection,41.72155918215723,-87.6280120889043,No Entry
SZECHUAN CORNER INC,Restaurant,Risk 1 (High),2910 N ASHLAND AVE ,IL,60657.0,Canvass,41.934561953359314,-87.66862107234444,Pass
SUBWAY,Restaurant,Risk 1 (High),6072-6074 N NORTHWEST HWY ,IL,60631.0,Canvass,41.991651853287095,-87.79809695431013,Pass
WHOLE FOODS MARKET,Grocery Store,Risk 1 (High),1 N HALSTED ST ,IL,60661.0,Complaint,41.881815631642034,-87.64721471704077,Pass
FAIRFIELD ACADEMY,School,Risk 1 (High),6201 S Fairfield (2732W) ,IL,60629.0,Canvass,41.78086789054542,-87.69207758441868,Fail
FAMILY DOLLAR STORE  #6594,Grocery Store,Risk 3 (Low),90 E 103RD ST ,IL,60628.0,Complaint,41.70732288140044,-87.62031856774063,Fail
TUK TUK THAI ISAN STREET FOOD,Restaurant,Risk 1 (High),2852 N CLARK ST ,IL,60657.0,Complaint,41.934025827790535,-87.64604914362694,Fail
BUFFALO WILD WINGS #870,Restaurant,Risk 1 (High),5316 N BROADWAY ,IL,60640.0,Canvass,41.97868641481756,-87.66008011904978,Pass
HANNAH'S BRETZEL 227 W. MONROE LLC,Restaurant,Risk 1 (High),227 W MONROE ST ,IL,60606.0,Canvass,41.88053924995021,-87.63459246351387,Pass
CHICAGO BAGEL AUTHORITY-BELM,Restaurant,Risk 1 (High),955-957 W BELMONT AVE ,IL,60657.0,Canvass,41.93980794891861,-87.65367872067851,Pass
CAFE MIMOZA,Restaurant,Risk 1 (High),2625 W LAWRENCE AVE ,IL,60625.0,Canvass,41.96845247365508,-87.69487467681566,Pass
SUBWAY,Restaurant,Risk 1 (High),3346 W FOSTER AVE ,IL,60625.0,Canvass,41.97580850865239,-87.71302647581257,Pass
SHAKESPEAR ROSE CULINARY KITCHEN,Catering,Risk 1 (High),6246 S ST LAWRENCE AVE ,IL,60637.0,License,41.78075313144255,-87.61095814364687,Pass w/ Conditions
MED KITCHEN,Restaurant,Risk 1 (High),219 W WASHINGTON ST ,IL,60606.0,Canvass,41.88309982991982,-87.63443384120028,Pass
SUBWAY,Restaurant,Risk 1 (High),1300 W CERMAK RD ,IL,60608.0,Canvass,41.85256485189594,-87.65878714550385,Pass
88 MARKETPLACE,Grocery Store,Risk 1 (High),2105 S JEFFERSON ST ,IL,60616.0,Complaint,41.85407103506336,-87.64160034330095,Fail
"ST. IGNATIUS COLLEGE PREP, INC.",School,Risk 1 (High),1076 W ROOSEVELT RD ,IL,60608.0,Canvass,41.86714939253236,-87.65404495354574,Pass
Smart From The Start,Children's Services Facility,Risk 1 (High),4133-4139 W Armitage AVE ,IL,60639.0,License,41.917006969693496,-87.73035873163154,Fail
SUBWAY SANDWICHES #27143,Restaurant,Risk 1 (High),2349 W HOWARD ST ,IL,60645.0,Canvass,42.01942088064485,-87.6896908394701,Pass
PROTEIN BAR,Restaurant,Risk 1 (High),235 S FRANKLIN ST ,IL,60606.0,Canvass,41.87842162672269,-87.63506330589429,Pass
Chick-fil-A at Michigan Avenue (IL) In-Line,Restaurant,Risk 1 (High),500 N MICHIGAN AVE ,IL,60611.0,Canvass,41.890971229645146,-87.6242769455621,Pass
HUNAN BISTRO,Restaurant,Risk 1 (High),2414 S WENTWORTH AVE ,IL,60616.0,Canvass,41.84866812609976,-87.6320617601164,Fail
SOPRAFFINA MARKETCAFFE,Restaurant,Risk 1 (High),222 W ADAMS ST ,IL,60606.0,Canvass,41.87948775353436,-87.63444222788624,Pass
CHIPOTLE,Restaurant,Risk 1 (High),5224 N BROADWAY ,IL,60640.0,Complaint,41.97708994496324,-87.66003368701045,Pass
JIMMY JOHNS,Restaurant,Risk 1 (High),131 S CLINTON ST ,IL,60661.0,Canvass,41.879600620704025,-87.64097255834218,Pass
ELEPHANT & CASTLE PUB & RESTAURANT,Restaurant,Risk 1 (High),185 N WABASH AVE ,IL,60601.0,Canvass,41.885431670610096,-87.626119285512,Pass
Q'S AUTHENTIC COOKING,Restaurant,Risk 1 (High),306 E 75TH ST ,IL,60619.0,Canvass,41.75846743102775,-87.61797380173462,Pass
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),201 W LAKE ST ,IL,60606.0,Canvass,41.885618927077296,-87.63397142519865,Pass
GREAT AMERICAN BAGEL,Restaurant,Risk 1 (High),1248 W BELMONT AVE ,IL,60657.0,Canvass,41.93991143448466,-87.66083270391687,Pass
"RENA'S  FUDGE SHOPS, INC./BLOCK 37 STARBUCKS",Restaurant,Risk 2 (Medium),108 N STATE ST ,IL,60602.0,Canvass,41.88342263701489,-87.62802165207536,Fail
MONTI'S,Restaurant,Risk 1 (High),4757 N TALMAN AVE ,IL,60625.0,Canvass,41.96836323547061,-87.69486849959058,Pass
7-ELEVEN #32889B,Grocery Store,Risk 2 (Medium),48 N WELLS ST ,IL,60606.0,Canvass Re-Inspection,41.88313177576784,-87.6340072395928,Pass
"JIMMY'S FOOD & DELI,INC",Grocery Store,Risk 2 (Medium),5601 W MADISON ST ,IL,60644.0,Canvass Re-Inspection,41.88013506225544,-87.76494244671032,Pass w/ Conditions
CHICAGO PIZZA FIESTA,Restaurant,Risk 2 (Medium),4946 W DIVERSEY AVE ,IL,60639.0,License,41.93158549835485,-87.75092911634356,Fail
BURGER KING #5986,Restaurant,Risk 2 (Medium),2501 W CERMAK RD ,IL,60608.0,Canvass,41.851898927194966,-87.68800784248201,Fail
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),1659 W 18TH ST ,IL,60608.0,Canvass,41.85764780028449,-87.66856199075926,Fail
EVA'S CLUB,Restaurant,Risk 2 (Medium),3609 W ARMITAGE AVE ,IL,60647.0,Canvass Re-Inspection,41.917168434274906,-87.71714485112123,Pass
NEW HOPE HEAD START,Daycare (2 - 6 Years),Risk 1 (High),4255 W DIVISION ST ,IL,60651.0,License Re-Inspection,41.902447760805664,-87.73340495049999,Pass
THE PIZZA CORNER,Restaurant,Risk 1 (High),6322 N BROADWAY ,IL,60660.0,Canvass,41.9970806530126,-87.66061649418074,Fail
THE EXCHANGE,Restaurant,Risk 1 (High),224 S MICHIGAN AVE ,IL,60604.0,Complaint Re-Inspection,41.878937382427736,-87.62448327326041,Pass
OCEAN GRILL & BAR,Restaurant,Risk 1 (High),1826 S CANAL ST ,IL,60616.0,Canvass,41.85686665124983,-87.63905376245228,Pass
THE DRAKE HOTEL,Restaurant,Risk 1 (High),140 E WALTON PL ,IL,60611.0,Canvass,41.90011845725853,-87.62398051946951,Pass
SUNDA,Restaurant,Risk 1 (High),110 W ILLINOIS ST ,IL,60654.0,Canvass,41.890924221316645,-87.6316177901787,Pass
DOMINO'S,Restaurant,Risk 2 (Medium),4707 S KEDZIE AVE ,IL,60632.0,Canvass,41.80789506464107,-87.70381959601319,Pass
EL ALEBRIJE,Restaurant,Risk 1 (High),4114 N KEDZIE AVE ,IL,60618.0,Canvass,41.9561933969833,-87.70823032541527,Pass
GALLERIA MARKET,Grocery Store,Risk 1 (High),340 W SUPERIOR ST ,IL,60610.0,Canvass,41.89566277187795,-87.63722071497854,Pass w/ Conditions
SWIFT  ELEMENTARY SCHOOL,School,Risk 1 (High),5900 N Winthrop AVE ,IL,60660.0,Canvass,41.98915734238828,-87.65833342161731,Pass
PARSON'S CHICKEN & FISH,Restaurant,Risk 1 (High),5721-5723 N CLARK ST ,IL,60660.0,Canvass,41.98608620480597,-87.66922595429558,Pass
PIZZERIA UNO,Restaurant,Risk 1 (High),1970 W DIVERSEY PKWY ,IL,60614.0,Canvass,41.93239810695521,-87.6778710361175,Pass
RUDY'S BAKERY,Bakery,Risk 2 (Medium),2038 W ROSCOE ST ,IL,60618.0,Canvass,41.94330913452692,-87.67997511525247,Fail
SUN WAH BAR-B-Q INC CO,Restaurant,Risk 1 (High),5039-5043 N BROADWAY ,IL,60640.0,Complaint Re-Inspection,41.97385028949589,-87.65965358195697,Pass
SHINE RESTAURANT,Restaurant,Risk 1 (High),752-756 W WEBSTER AVE ,IL,60614.0,Canvass Re-Inspection,41.92193238503892,-87.64833660258915,Pass
BURGER KING #12371,Restaurant,Risk 2 (Medium),3953 W CHICAGO AVE ,IL,60651.0,Short Form Complaint,41.8952609502373,-87.72574429245381,Pass w/ Conditions
HUBBARD INN,Restaurant,Risk 1 (High),5700 S CICERO AVE ,IL,60638.0,Canvass,41.78932932326538,-87.74164564419638,Pass
MCDONALDS RESTAURANT,Restaurant,Risk 2 (Medium),2608 W ADDISON ST ,IL,60618.0,Canvass,41.946823399558674,-87.69353264259799,Pass
DOUGH BROS,Restaurant,Risk 1 (High),400 N STATE ST ,IL,60654.0,Canvass,41.88931871105875,-87.62815266789968,Pass
TRIBE,Restaurant,Risk 1 (High),1239 W LAKE ST ,IL,60607.0,Canvass Re-Inspection,41.88537020133907,-87.65836664932661,Pass
ADA S McKINLEY,Golden Diner,Risk 1 (High),661 E 69TH ST ,IL,60637.0,Canvass,41.76934839934057,-87.6083159080587,Pass
DANKE MARKET,Restaurant,Risk 1 (High),125 S CLARK ST ,IL,60603.0,Canvass Re-Inspection,41.87998851304621,-87.63068884103123,Pass
EGGY'S AND GODDESS AND THE BAKER,Restaurant,Risk 1 (High),165 W SUPERIOR ST ,IL,60654.0,Canvass Re-Inspection,41.89548977762711,-87.6338316445191,Pass
NEW ZAIQA,Restaurant,Risk 1 (High),1316 N CLYBOURN AVE ,IL,60610.0,Complaint,41.90599707532198,-87.64288346529682,Fail
PETE'S FRESH MARKET #5,Grocery Store,Risk 1 (High),3448 E 118TH ST ,IL,60617.0,Complaint Re-Inspection,41.681059555501896,-87.53936754137594,Fail
7-ELEVEN #27421 C,Grocery Store,Risk 2 (Medium),5600 W IRVING PARK RD ,IL,60634.0,Canvass,41.953292847298,-87.76706570775265,Pass
AL'S BEEF RESTAURANT,Restaurant,Risk 1 (High),548 N WELLS ST ,IL,60654.0,Canvass Re-Inspection,41.89227263383808,-87.63423010025919,Pass
"TIPAROS THAI RESTAURANT , INC.",Restaurant,Risk 1 (High),1540 N CLARK ST ,IL,60610.0,Canvass,41.910610371780216,-87.63179897232193,Pass w/ Conditions
EUREST DINING SERVICES,Restaurant,Risk 1 (High),233 S WACKER DR ,IL,60606.0,Canvass,41.87856015362371,-87.63652387205532,Pass
TACOS BUSCADOS CHICAGO,Restaurant,Risk 1 (High),7955 W ADDISON ST ,IL,60634.0,License,41.944923307110784,-87.82644772401942,Pass
DRAKE QUICK STOP,Grocery Store,Risk 3 (Low),4001 W MONTROSE AVE ,IL,60641.0,License Re-Inspection,41.96083630530893,-87.72788610903036,Pass
SUBWAY,Restaurant,Risk 1 (High),333 E BENTON PL ,IL,60601.0,License,41.88539004666972,-87.61898671163952,Pass
AKIBA-SCHECHTER JEWISH DAY SCHOOL,School,Risk 1 (High),5235 S CORNELL AVE ,IL,60615.0,Canvass,41.800198231934665,-87.58556039872956,Pass
"BILLY GOAT IV, INC.",Restaurant,Risk 1 (High),5700 S CICERO AVE ,IL,60638.0,Canvass,41.78932932326538,-87.74164564419638,Pass
TACOS EL MERCADITO LLC,Grocery Store,Risk 1 (High),5716 W 63RD ST ,IL,60638.0,Canvass,41.77809971363703,-87.7649646656073,Pass
"CAFE DESCARTES MIDWAY JV, LLC",Restaurant,Risk 1 (High),5757 S CICERO AVE ,IL,60638.0,Canvass,41.78783563115532,-87.74127655955658,Pass
RED EYES COFFEE CORP,Restaurant,Risk 2 (Medium),4164 N LINCOLN AVE ,IL,60618.0,Canvass,41.95767394882849,-87.68138944682875,Pass w/ Conditions
PAPA JOHN'S PIZZA CHI,Restaurant,Risk 2 (Medium),2020 N California ,IL,60647.0,Canvass,41.91810712421968,-87.69736529538595,Pass w/ Conditions
TRUENORTH CAFE,Restaurant,Risk 1 (High),1323 E 57TH ST ,IL,60637.0,Canvass,41.791363239434254,-87.59386259028854,Pass
MARGIE'S CANDIES,Restaurant,Risk 1 (High),1960 N WESTERN AVE ,IL,60647.0,Short Form Complaint,41.91752758522411,-87.68755598295824,Pass
HONEY 1 BBQ,Restaurant,Risk 1 (High),746 E 43RD ST ,IL,60653.0,Canvass,41.81691326006997,-87.60729731503798,Pass
IYANZE,Restaurant,Risk 1 (High),4623-4627 N BROADWAY ,IL,60640.0,Complaint,41.966062993257935,-87.65773412452839,Pass
HOME RUN INN PIZZERIA,Restaurant,Risk 1 (High),3401 S DR MARTIN LUTHER KING JR DR ,IL,60616.0,Canvass Re-Inspection,41.83270024324778,-87.61684215275646,Pass
MANNYS COFFEE HOUSE,Restaurant,Risk 1 (High),1131-1141 S JEFFERSON ST ,IL,60607.0,Suspected Food Poisoning,41.86801512822458,-87.64207038233705,Pass
DOMINO'S PIZZA,Restaurant,Risk 2 (Medium),5008 N PULASKI RD ,IL,60630.0,Canvass,41.97219180006344,-87.72828597248409,Pass
RETRO FITNESS CENTER,Restaurant,Risk 3 (Low),4901 W IRVING PARK RD ,IL,60641.0,Canvass Re-Inspection,41.95327402156767,-87.74991257595251,Pass
POPEYE'S #861,Restaurant,Risk 2 (Medium),7430 S STONY ISLAND AVE ,IL,60649.0,Short Form Complaint,41.7597206413212,-87.5863104488657,Pass
"EVERBROOK ACADEMY, LLC",Children's Services Facility,Risk 1 (High),538 W DIVERSEY PKWY ,IL,60614.0,Canvass,41.9329508200548,-87.64286403057274,Fail
ALEGRE RESTAURANT,Restaurant,Risk 1 (High),2370-2372 N NEVA AVE ,IL,60707.0,License Re-Inspection,41.92314154581078,-87.80453942204184,Pass
JACKSON PARK HOSPITAL,Hospital,Risk 1 (High),7531 S STONY ISLAND AVE ,IL,60649.0,Canvass,41.75781542207177,-87.58556922151126,Fail
"PARK VIEW REHAB CENTER, LLC",Long Term Care,Risk 1 (High),5888 N RIDGE AVE ,IL,60660.0,Canvass Re-Inspection,41.9887703328086,-87.66870042341854,Pass
"ALBANY PARK COMMUNITY CENTER,INCORPORATED",Children's Services Facility,Risk 1 (High),5101-5121 N KIMBALL AVE ,IL,60625.0,Canvass Re-Inspection,41.97401636053216,-87.713372407296,Pass
LITTLE TYKES II DAYCARE INC,Daycare Above and Under 2 Years,Risk 1 (High),1723 W 35TH ST ,IL,60609.0,License,41.83035319104033,-87.66894292273008,Pass
BRYANNA'S RESTAURANT,Restaurant,Risk 1 (High),5695 N LINCOLN AVE ,IL,60659.0,Canvass,41.985010876274494,-87.69808432957298,Fail
STEPPING STONES LEARNING INSTITUTION,Children's Services Facility,Risk 1 (High),8509-8511 S PULASKI RD ,IL,60652.0,License,41.738222069489744,-87.72140189615803,Pass
PIZZA NOVA INC,Restaurant,Risk 1 (High),3704 W 26TH ST ,IL,60623.0,Canvass Re-Inspection,41.844456002121305,-87.71747987246935,Fail
PIECE OUT,Restaurant,Risk 1 (High),1923 W NORTH AVE ,IL,60622.0,Canvass,41.91039968165606,-87.67601118847784,Pass
LAZARO CARDENAS ELEMENTARY,School,Risk 1 (High),2345 S Millard ,IL,60623.0,Canvass Re-Inspection,41.848507096613424,-87.71598118785313,Fail
CHOLIES PIZZERIA INC.,Restaurant,Risk 1 (High),1601 E 53RD ST ,IL,60615.0,Canvass,41.79946826782593,-87.58639502683731,Pass
URBAN INTERESTS,Restaurant,Risk 1 (High),2124 W LAWRENCE AVE ,IL,60625.0,Canvass,41.96881436962451,-87.68264478410583,Fail
SAVANNAH SUPPER CLUB,Restaurant,Risk 1 (High),2116 W ROSCOE ST ,IL,60618.0,Canvass,41.943287552605575,-87.68161181280485,Pass
"WENDY'S PROPERTIES, LLC",Restaurant,Risk 1 (High),1623 W DIVISION ST ,IL,60622.0,Canvass,41.90322156268545,-87.66848595723336,Pass
UCHICAGO CHILD DEVELOPMENT CENTER STONY ISLAND,Daycare Above and Under 2 Years,Risk 1 (High),5824 S STONY ISLAND AVE ,IL,60637.0,Canvass,41.78890939385901,-87.58680201496979,Pass
MISERICORDIA BAKERY/MISERICORDIA HEARTS AND FLOUR,Mobile Food Preparer,Risk 2 (Medium),6300 N RIDGE AVE ,IL,60660.0,License,41.99557919699577,-87.67587688398632,Pass
BRUNA'S CAFE,Restaurant,Risk 1 (High),2424 S OAKLEY AVE ,IL,60608.0,Canvass Re-Inspection,41.84757384085511,-87.68321583947979,Pass
SANOS PIZZERIA,Restaurant,Risk 1 (High),4469 W LAWRENCE AVE ,IL,60630.0,Canvass,41.967994241870855,-87.74064316006319,Pass
DELICIAS MEXICANA RESTAURANT,Restaurant,Risk 1 (High),4148 W 26TH ST ,IL,60623.0,Canvass,41.84430121435094,-87.72904239421526,Pass
"E & D INCIDENTAL, INC",Grocery Store,Risk 2 (Medium),8745 W HIGGINS RD ,IL,60631.0,Canvass,41.98748168754664,-87.84485850345519,Pass
FIVE IRON GOLF,Restaurant,Risk 1 (High),1000 W NORTH AVE ,IL,60642.0,Canvass Re-Inspection,41.91094876256121,-87.65315955127153,Pass
LITTLE FOX DAYSCHOOL,Children's Services Facility,Risk 1 (High),5014 N LINCOLN AVE ,IL,60625.0,Canvass Re-Inspection,41.97224138553174,-87.69105635215648,Pass
STEPPING STONES NURSERY SCHOOL INC.,Children's Services Facility,Risk 1 (High),3416-20 W FULLERTON AVE ,IL,60647.0,Canvass,41.92476474341117,-87.71279556874653,Pass w/ Conditions
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),4867 N MILWAUKEE AVE ,IL,60630.0,Canvass,41.96955287103146,-87.76202557425043,Pass
"TAQUERIA EL POTOSI,INC.",Restaurant,Risk 1 (High),3710 N ELSTON AVE ,IL,60618.0,Canvass,41.94867609969255,-87.71205960470682,Pass
EDISON PARK BOWL,Restaurant,Risk 2 (Medium),6709-6713 N OLMSTED AVE ,IL,60631.0,Canvass,42.00238973839252,-87.81707622356394,Pass
ST. REGIS CHICAGO,Restaurant,Risk 1 (High),401 E WACKER DR ,IL,60601.0,Canvass,41.88742433408457,-87.61748228958133,Fail
"UNIVERSITY VILLAGE MONTESSORI SCHOOL, INC",Children's Services Facility,Risk 1 (High),1304-1306 S HALSTED ST ,IL,60607.0,Canvass Re-Inspection,41.86525703886182,-87.64700825021444,Pass w/ Conditions
REACH FOR THE STARS CHILDCARE ACADEMY INC.,Daycare Combo 1586,Risk 1 (High),4246-4252 S DR MARTIN LUTHER KING JR DR ,IL,60653.0,Canvass,41.817023842798704,-87.61695042319296,Pass
MUSTARD SEED KITCHEN,Restaurant,Risk 1 (High),43-51 E CERMAK RD ,IL,60616.0,Canvass,41.85274293140248,-87.62533627001545,Fail
AKAHOSHI RAMEN,Restaurant,Risk 1 (High),2340 N CALIFORNIA AVE ,IL,60647.0,License Re-Inspection,41.92401775758597,-87.69754237454259,Pass
CHOCOLATE SHOPPE OF IL,Restaurant,Risk 2 (Medium),5337 W DEVON AVE ,IL,60646.0,Canvass,41.99721855665901,-87.76226894713746,Fail
ZIMIS PIZZA & GRILL,Restaurant,Risk 1 (High),6954 N WESTERN AVE ,IL,60645.0,Canvass,42.0084604699472,-87.69030354709534,Fail
LE'SELECT,Restaurant,Risk 1 (High),504 N WELLS ST ,IL,60654.0,Canvass,41.890955206414645,-87.6342004367628,Pass
CZERWONE JABLUSZKO RESTAURANT,Restaurant,Risk 1 (High),6474 N MILWAUKEE AVE ,IL,60631.0,Canvass,41.99898437284463,-87.7895419514987,Pass
EL HOGAR DEL NINO,Daycare Above and Under 2 Years,Risk 1 (High),1710-1718 S LOOMIS ST ,IL,60608.0,Canvass,41.85842074393547,-87.66147971491169,Fail
BOQUERIA,Restaurant,Risk 1 (High),801-811 W FULTON MARKET ,IL,60607.0,Canvass,41.88668719934986,-87.64756345250677,Pass
PEACHTREE NURSERY AND LEARNING CENTER II INC.,Children's Services Facility,Risk 1 (High),3817 W FULLERTON AVE ,IL,60647.0,License,41.92442457090496,-87.7225694150954,Pass
"4 EVER YOUNG DAY CARE,INC.",Daycare Combo 1586,Risk 1 (High),441 E 79TH ST ,IL,60619.0,Canvass Re-Inspection,41.75103687500837,-87.61331441137831,Pass
BUFFET CITY,Restaurant,Risk 1 (High),7010 S PULASKI RD ,IL,60629.0,Canvass,41.765584219649504,-87.72258228620703,Fail
COOK AU VIN,Bakery,Risk 1 (High),2256 N ELSTON AVE ,IL,60614.0,Canvass Re-Inspection,41.922507935614966,-87.67400666675303,Pass
POTASH BROS. SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,IL,60610.0,Complaint,41.91011794488743,-87.63149089141778,Fail
SUBWAY,Restaurant,Risk 1 (High),4735 S CICERO AVE ,IL,60632.0,Complaint,41.80657206439343,-87.74297701818755,Pass
LA BAGUETTE CHICAGO/TORTAS FUTBOLERAS,Restaurant,Risk 1 (High),3103 W 26TH ST ,IL,60623.0,License,41.84443372800023,-87.70272794007221,Pass
SBARRO,Restaurant,Risk 1 (High),5554 W FULLERTON AVE ,IL,60639.0,Short Form Complaint,41.924093270217625,-87.7657741182192,Pass w/ Conditions
CHICKEN WORKS AND SALAD CO.,Restaurant,Risk 1 (High),3658 W IRVING PARK RD ,IL,60618.0,Canvass,41.95385813673397,-87.71999798686191,Pass
AM-PM FOOD MART&CELLULAR,Grocery Store,Risk 2 (Medium),1924 E 87TH ST ,IL,60617.0,Complaint,41.73714625394629,-87.57708099341005,Fail
GENES SOUL FOOD,Restaurant,Risk 1 (High),12253 S HALSTED ST ,IL,60628.0,License,41.67080248296264,-87.64152738486891,Pass
TEDDY BEAR NURSERY SCHOOLS,Daycare Above and Under 2 Years,Risk 1 (High),2649 W 51ST ST ,IL,60632.0,Canvass,41.8009290532728,-87.69107292283529,Pass w/ Conditions
CHILDREN'S LEARNING  PLACE,Children's Services Facility,Risk 1 (High),1681 N MILWAUKEE AVE ,IL,60647.0,License,41.91201881857328,-87.6797756326065,Pass
OLIVE MART,Grocery Store,Risk 3 (Low),6627 N CLARK ST ,IL,60626.0,License,42.00259125418351,-87.67201233261316,Pass
INDIE CAFE,Restaurant,Risk 1 (High),5951-5953 N BROADWAY ,IL,60660.0,Canvass,41.990520089587605,-87.66013590736411,Pass
PIZZA CAPRI,Restaurant,Risk 1 (High),1501 E 53RD ST ,IL,60615.0,Short Form Complaint,41.79943425904436,-87.58904625526527,Pass
CALUMET FISHERIES INC,Restaurant,Risk 1 (High),3259 E 95TH ST ,IL,60617.0,Canvass Re-Inspection,41.72273269460603,-87.54453082990308,Fail
NEW PISGAH DAY CARE,Children's Services Facility,Risk 1 (High),8130 S RACINE AVE ,IL,60620.0,Canvass,41.74591661747167,-87.65376178752422,Pass
"BAGELS ON LINCOLN, LLC",Restaurant,Risk 1 (High),2461 N LINCOLN AVE ,IL,60614.0,Canvass,41.92687005056752,-87.65054031211314,Fail
MACY'S,Restaurant,Risk 2 (Medium),111 N STATE ST ,IL,60602.0,Canvass,41.88347312241303,-87.62772975002919,Pass
EL GUERO,Restaurant,Risk 3 (Low),9027-9029 S COMMERCIAL AVE ,IL,60617.0,Canvass,41.7310758719025,-87.55113416594887,Fail
EMERALD LOOP BAR & GRILL,Restaurant,Risk 1 (High),216 N WABASH AVE ,IL,60601.0,Canvass,41.88621148929766,-87.62645225955076,Pass w/ Conditions
